symbol,timestamp,open,high,low,close,volume,transactions
O:SPXW241105C05760000,1730754000000,3.57,3.8,3.3,3.45,96,48
O:SPXW241105C05760000,1730754300000,3.5,4.06,3.5,3.99,23,15
O:SPXW241105C05760000,1730754600000,4.01,4.03,3.6,3.84,85,36
O:SPXW241105C05760000,1730817000000,2.5,5.0,2.29,4.4,1421,708
O:SPXW241105C05760000,1730817300000,4.45,6.1,3.39,5.7,1855,796
O:SPXW241105C05760000,1730817600000,5.9,6.5,4.0,5.26,1069,505
O:SPXW241105C05760000,1730817900000,5.1,7.6,4.8,6.75,1106,467
O:SPXW241105C05760000,1730818200000,6.6,8.9,5.8,8.7,1480,559
O:SPXW241105C05760000,1730818500000,8.6,11.3,8.2,11.2,1335,529
O:SPXW241105C05760000,1730818800000,10.9,13.9,10.4,12.6,1326,535
O:SPXW241105C05760000,1730819100000,12.65,12.8,11.1,11.47,701,301
O:SPXW241105C05760000,1730819400000,11.67,12.27,8.61,10.6,1113,410
O:SPXW241105C05760000,1730819700000,10.6,11.9,8.97,10.91,817,309
O:SPXW241105C05760000,1730820000000,11.1,14.92,10.2,14.9,1206,491
O:SPXW241105C05760000,1730820300000,15.0,15.2,9.47,10.3,916,346
O:SPXW241105C05760000,1730820600000,10.5,12.24,9.8,12.2,699,318
O:SPXW241105C05760000,1730820900000,12.3,15.3,11.4,14.5,863,367
O:SPXW241105C05760000,1730821200000,14.5,16.1,13.0,15.57,424,188
O:SPXW241105C05760000,1730821500000,15.3,17.8,13.76,16.3,473,207
O:SPXW241105C05760000,1730821800000,16.4,16.4,10.2,12.0,537,236
O:SPXW241105C05760000,1730822100000,11.9,11.9,9.0,10.0,855,271
O:SPXW241105C05760000,1730822400000,9.72,10.9,7.93,10.4,855,323
O:SPXW241105C05760000,1730822700000,10.4,14.7,8.9,14.0,1121,442
O:SPXW241105C05760000,1730823000000,13.9,14.1,11.21,13.3,525,220
O:SPXW241105C05760000,1730823300000,13.14,13.3,11.8,12.6,221,88
O:SPXW241105C05760000,1730823600000,12.97,15.0,12.0,14.6,375,155
O:SPXW241105C05760000,1730823900000,14.5,14.6,11.9,12.17,227,92
O:SPXW241105C05760000,1730824200000,12.67,18.0,12.4,16.45,288,161
O:SPXW241105C05760000,1730824500000,16.22,16.22,14.65,15.9,94,52
O:SPXW241105C05760000,1730824800000,14.9,15.4,12.6,13.2,148,53
O:SPXW241105C05760000,1730825100000,13.37,17.03,12.9,15.6,121,61
O:SPXW241105C05760000,1730825400000,15.6,16.9,14.0,16.9,133,60
O:SPXW241105C05760000,1730825700000,16.6,18.25,16.35,17.0,136,61
O:SPXW241105C05760000,1730826000000,16.8,16.8,15.0,16.7,90,45
O:SPXW241105C05760000,1730826300000,16.49,17.7,16.2,17.41,48,24
O:SPXW241105C05760000,1730826600000,17.6,20.67,15.9,20.34,271,93
O:SPXW241105C05760000,1730826900000,20.3,23.13,19.67,22.81,186,82
O:SPXW241105C05760000,1730827200000,22.3,22.66,19.49,22.0,42,31
O:SPXW241105C05760000,1730827500000,21.5,21.5,17.6,18.49,78,32
O:SPXW241105C05760000,1730827800000,18.78,22.65,18.78,22.1,98,23
O:SPXW241105C05760000,1730828100000,20.7,21.55,19.5,19.5,45,18
O:SPXW241105C05760000,1730828400000,20.03,21.22,20.03,20.9,36,9
O:SPXW241105C05760000,1730828700000,21.3,24.64,21.04,24.64,153,71
O:SPXW241105C05760000,1730829000000,23.63,23.98,22.25,23.7,60,21
O:SPXW241105C05760000,1730829300000,23.62,24.2,20.0,21.13,91,25
O:SPXW241105C05760000,1730829600000,21.18,22.84,19.5,22.5,226,35
O:SPXW241105C05760000,1730829900000,22.4,23.25,21.45,21.45,83,21
O:SPXW241105C05760000,1730830200000,21.39,21.39,16.7,16.94,113,50
O:SPXW241105C05760000,1730830500000,18.18,21.4,17.2,18.2,93,34
O:SPXW241105C05760000,1730830800000,18.51,18.8,16.5,16.7,31,21
O:SPXW241105C05760000,1730831100000,16.2,17.77,15.23,15.7,84,37
O:SPXW241105C05760000,1730831400000,15.4,17.29,14.49,14.62,148,54
O:SPXW241105C05760000,1730831700000,14.4,14.52,10.2,12.5,407,168
O:SPXW241105C05760000,1730832000000,12.5,16.02,12.5,14.33,530,160
O:SPXW241105C05760000,1730832300000,14.3,15.7,11.79,12.3,431,139
O:SPXW241105C05760000,1730832600000,12.09,14.33,11.39,14.2,110,62
O:SPXW241105C05760000,1730832900000,14.1,14.6,12.6,13.13,68,38
O:SPXW241105C05760000,1730833200000,13.77,15.74,13.09,14.45,327,94
O:SPXW241105C05760000,1730833500000,13.93,17.13,13.93,16.9,253,76
O:SPXW241105C05760000,1730833800000,17.0,17.2,14.15,14.84,210,74
O:SPXW241105C05760000,1730834100000,14.6,15.3,13.8,14.8,37,25
O:SPXW241105C05760000,1730834400000,14.25,14.25,11.88,13.7,110,38
O:SPXW241105C05760000,1730834700000,13.52,17.3,13.02,13.9,254,74
O:SPXW241105C05760000,1730835000000,14.3,15.84,12.64,14.4,189,53
O:SPXW241105C05760000,1730835300000,14.7,16.14,14.7,15.65,114,51
O:SPXW241105C05760000,1730835600000,16.0,16.85,14.83,15.61,144,41
O:SPXW241105C05760000,1730835900000,15.6,15.6,13.77,13.77,107,29
O:SPXW241105C05760000,1730836200000,13.7,13.7,9.9,10.1,240,104
O:SPXW241105C05760000,1730836500000,10.2,10.9,8.28,9.8,470,148
O:SPXW241105C05760000,1730836800000,9.8,11.84,8.32,10.2,199,101
O:SPXW241105C05760000,1730837100000,10.69,14.6,10.69,14.35,268,87
O:SPXW241105C05760000,1730837400000,14.6,15.6,13.1,14.7,216,61
O:SPXW241105C05760000,1730837700000,13.6,15.0,13.45,14.8,84,30
O:SPXW241105C05760000,1730838000000,14.53,14.53,12.09,13.0,167,33
O:SPXW241105C05760000,1730838300000,11.95,15.4,11.17,15.1,221,67
O:SPXW241105C05760000,1730838600000,14.8,19.0,14.0,17.02,504,118
O:SPXW241105C05760000,1730838900000,17.12,19.22,16.4,16.4,198,60
O:SPXW241105C05760000,1730839200000,15.4,15.6,11.26,11.98,226,94
O:SPXW241105C05760000,1730839500000,11.6,15.9,10.45,14.18,416,113
O:SPXW241105C05760000,1730839800000,13.95,18.41,13.25,16.0,264,42
O:SPXW241105C05760000,1730840100000,18.0,26.5,15.4,21.26,82,32
O:SPXW241105C05660000,1730398200000,86.64,86.64,86.64,86.64,1,1
O:SPXW241105C05660000,1730471100000,117.04,117.04,117.04,117.04,1,1
O:SPXW241105C05660000,1730475000000,112.4,112.4,112.4,112.4,3,1
O:SPXW241105C05660000,1730745000000,68.36,68.36,68.36,68.36,3,2
O:SPXW241105C05660000,1730747700000,70.11,70.11,70.11,70.11,5,1
O:SPXW241105C05660000,1730748000000,69.7,69.7,69.7,69.7,1,1
O:SPXW241105C05660000,1730749800000,67.57,67.57,67.57,67.57,5,1
O:SPXW241105C05660000,1730753700000,56.08,56.08,56.08,56.08,2,1
O:SPXW241105C05660000,1730754300000,60.38,60.38,60.38,60.38,1,1
O:SPXW241105C05660000,1730817600000,77.15,77.15,77.15,77.15,1,1
O:SPXW241105C05660000,1730818200000,86.38,86.38,86.38,86.38,1,1
O:SPXW241105C05660000,1730818800000,97.45,97.45,97.45,97.45,5,1
O:SPXW241105C05660000,1730819700000,98.6,98.6,98.6,98.6,2,2
O:SPXW241105C05660000,1730820300000,96.98,96.98,96.98,96.98,10,4
O:SPXW241105C05660000,1730823000000,104.98,104.98,104.98,104.98,1,1
O:SPXW241105C05660000,1730824500000,108.51,108.51,108.51,108.51,1,1
O:SPXW241105C05660000,1730824800000,107.08,107.08,107.08,107.08,5,5
O:SPXW241105C05660000,1730827800000,117.45,117.45,117.45,117.45,1,1
O:SPXW241105C05660000,1730831700000,104.77,104.77,104.77,104.77,1,1
O:SPXW241105C05660000,1730832000000,111.68,111.68,111.68,111.68,2,1
O:SPXW241105C05660000,1730838900000,117.05,117.05,117.05,117.05,2,1
O:SPXW241107P05620000,1730144400000,17.18,17.18,17.18,17.18,2,1
O:SPXW241107P05620000,1730308200000,14.97,14.97,14.97,14.97,10,7
O:SPXW241107P05620000,1730381700000,25.37,25.37,25.37,25.37,2,2
O:SPXW241107P05620000,1730382000000,25.11,25.11,25.11,25.11,1,1
O:SPXW241107P05620000,1730382300000,28.17,28.17,28.17,28.17,1,1
O:SPXW241107P05620000,1730382600000,30.27,30.27,30.27,30.27,5,1
O:SPXW241107P05620000,1730384700000,32.46,32.66,32.46,32.66,10,2
O:SPXW241107P05620000,1730385600000,33.55,33.55,33.55,33.55,3,3
O:SPXW241107P05620000,1730387400000,38.9,38.9,38.9,38.9,1,1
O:SPXW241107P05620000,1730392500000,34.85,34.85,34.85,34.85,5,1
O:SPXW241107P05620000,1730397900000,36.84,36.84,36.84,36.84,6,1
O:SPXW241107P05620000,1730399100000,37.05,37.05,37.0,37.0,2,2
O:SPXW241107P05620000,1730399700000,39.0,39.0,39.0,39.0,1,1
O:SPXW241107P05620000,1730400000000,39.2,39.2,39.2,39.2,1,1
O:SPXW241107P05620000,1730400900000,35.8,35.8,35.5,35.5,2,2
O:SPXW241107P05620000,1730401200000,35.1,35.1,35.1,35.1,1,1
O:SPXW241107P05620000,1730401500000,34.18,34.18,34.18,34.18,1,1
O:SPXW241107P05620000,1730403600000,35.7,35.7,35.7,35.7,2,1
O:SPXW241107P05620000,1730470200000,23.27,23.27,23.27,23.27,13,2
O:SPXW241107P05620000,1730473500000,21.7,21.7,21.7,21.7,4,2
O:SPXW241107P05620000,1730475300000,21.13,21.13,20.87,20.87,3,2
O:SPXW241107P05620000,1730478900000,22.42,22.42,22.42,22.42,1,1
O:SPXW241107P05620000,1730481000000,25.88,25.88,25.88,25.88,1,1
O:SPXW241107P05620000,1730481900000,22.9,22.9,22.9,22.9,1,1
O:SPXW241107P05620000,1730482200000,23.9,23.9,23.9,23.9,1,1
O:SPXW241107P05620000,1730483100000,27.55,27.55,27.55,27.55,1,1
O:SPXW241107P05620000,1730483400000,26.59,26.59,26.59,26.59,1,1
O:SPXW241107P05620000,1730483700000,27.24,27.24,27.24,27.24,1,1
O:SPXW241107P05620000,1730484000000,28.92,28.92,27.19,27.19,7,3
O:SPXW241107P05620000,1730484300000,29.26,29.26,29.26,29.26,1,1
O:SPXW241107P05620000,1730485500000,27.49,27.49,27.49,27.49,2,1
O:SPXW241107P05620000,1730487000000,26.25,26.25,26.25,26.25,1,1
O:SPXW241107P05620000,1730487300000,25.8,25.8,25.8,25.8,1,1
O:SPXW241107P05620000,1730487900000,25.38,25.38,25.38,25.38,1,1
O:SPXW241107P05620000,1730488200000,24.44,24.44,24.44,24.44,2,1
O:SPXW241107P05620000,1730488800000,24.83,24.83,24.83,24.83,1,1
O:SPXW241107P05620000,1730489400000,27.93,28.2,27.93,28.2,5,2
O:SPXW241107P05620000,1730490300000,27.58,28.09,27.47,28.09,20,5
O:SPXW241107P05620000,1730490600000,29.31,29.31,29.31,29.31,1,1
O:SPXW241107P05620000,1730490900000,28.85,28.85,28.46,28.46,6,2
O:SPXW241107P05620000,1730730600000,29.7,29.7,29.7,29.7,6,2
O:SPXW241107P05620000,1730730900000,32.1,32.1,32.1,32.1,10,10
O:SPXW241107P05620000,1730731200000,28.2,28.2,28.2,28.2,10,2
O:SPXW241107P05620000,1730731500000,27.0,27.0,27.0,27.0,3,1
O:SPXW241107P05620000,1730732400000,26.9,26.9,26.9,26.9,3,1
O:SPXW241107P05620000,1730733000000,26.52,26.52,26.52,26.52,1,1
O:SPXW241107P05620000,1730733300000,26.0,26.0,26.0,26.0,3,1
O:SPXW241107P05620000,1730736600000,23.4,23.4,23.37,23.37,2,2
O:SPXW241107P05620000,1730738100000,29.6,29.6,29.6,29.6,7,1
O:SPXW241107P05620000,1730738400000,30.0,30.0,30.0,30.0,3,1
O:SPXW241107P05620000,1730739000000,32.68,32.68,32.68,32.68,2,2
O:SPXW241107P05620000,1730739900000,34.5,34.5,34.5,34.5,2,1
O:SPXW241107P05620000,1730740800000,29.89,29.89,29.89,29.89,1,1
O:SPXW241107P05620000,1730741400000,28.85,28.85,28.85,28.85,5,5
O:SPXW241107P05620000,1730742600000,26.47,26.47,26.47,26.47,5,5
O:SPXW241107P05620000,1730743500000,29.82,29.82,29.82,29.82,2,1
O:SPXW241107P05620000,1730744100000,26.64,26.64,26.64,26.64,2,2
O:SPXW241107P05620000,1730745600000,25.85,25.85,25.85,25.85,5,1
O:SPXW241107P05620000,1730745900000,25.16,25.16,25.16,25.16,1,1
O:SPXW241107P05620000,1730749500000,25.2,25.2,25.2,25.2,3,1
O:SPXW241107P05620000,1730749800000,25.28,25.28,25.18,25.18,2,2
O:SPXW241107P05620000,1730750100000,25.2,25.2,25.2,25.2,3,1
O:SPXW241107P05620000,1730750400000,25.0,25.0,25.0,25.0,1,1
O:SPXW241107P05620000,1730817000000,23.84,23.84,20.93,21.07,10,4
O:SPXW241107P05620000,1730817300000,21.11,21.11,20.15,20.15,5,4
O:SPXW241107P05620000,1730817600000,20.05,20.05,20.03,20.03,3,3
O:SPXW241107P05620000,1730817900000,20.52,20.52,19.11,19.11,3,3
O:SPXW241107P05620000,1730818500000,16.47,16.47,16.36,16.36,3,3
O:SPXW241107P05620000,1730818800000,14.68,14.68,14.68,14.68,1,1
O:SPXW241107P05620000,1730819100000,14.45,14.45,14.45,14.45,2,1
O:SPXW241107P05620000,1730819700000,15.42,15.43,15.42,15.43,10,2
O:SPXW241107P05620000,1730820000000,13.95,13.95,13.95,13.95,5,1
O:SPXW241107P05620000,1730820600000,14.5,14.5,14.5,14.5,11,1
O:SPXW241107P05620000,1730820900000,13.35,13.35,13.32,13.32,6,2
O:SPXW241107P05620000,1730822700000,13.61,13.61,13.61,13.61,7,1
O:SPXW241107P05620000,1730823300000,13.41,13.41,13.41,13.41,2,2
O:SPXW241107P05620000,1730824800000,13.0,13.0,13.0,13.0,4,2
O:SPXW241107P05620000,1730825700000,12.36,12.36,12.36,12.36,2,2
O:SPXW241107P05620000,1730826000000,12.55,12.55,12.55,12.55,14,2
O:SPXW241107P05620000,1730826300000,12.6,12.62,12.6,12.62,2,2
O:SPXW241107P05620000,1730826600000,12.65,12.65,12.25,12.25,4,3
O:SPXW241107P05620000,1730827200000,12.0,12.0,12.0,12.0,1,1
O:SPXW241107P05620000,1730827800000,12.36,12.36,12.36,12.36,3,3
O:SPXW241107P05620000,1730828100000,12.4,12.4,12.4,12.4,1,1
O:SPXW241107P05620000,1730828700000,11.51,11.51,11.51,11.51,1,1
O:SPXW241107P05620000,1730831400000,13.41,13.41,13.41,13.41,5,1
O:SPXW241107P05620000,1730834700000,13.35,13.35,13.35,13.35,1,1
O:SPXW241107P05620000,1730835600000,12.75,12.75,12.75,12.75,1,1
O:SPXW241107P05620000,1730835900000,12.91,12.91,12.91,12.91,2,2
O:SPXW241107P05620000,1730836500000,14.67,14.67,14.67,14.67,1,1
O:SPXW241107P05620000,1730836800000,14.1,14.1,14.1,14.1,3,1
O:SPXW241107P05620000,1730838000000,12.68,12.68,12.68,12.68,3,1
O:SPXW241107P05620000,1730838600000,12.83,12.83,12.83,12.83,1,1
O:SPXW241107P05620000,1730838900000,12.0,12.0,12.0,12.0,1,1
O:SPXW241107P05620000,1730839200000,12.26,12.26,12.26,12.26,8,1
O:SPXW241107P05620000,1730839500000,12.67,12.67,12.25,12.25,5,3
O:SPXW241107P05620000,1730839800000,12.13,12.13,12.13,12.13,1,1
O:SPXW241107P05620000,1730840400000,10.2,10.2,10.2,10.2,1,1
O:SPXW241107P05620000,1730903400000,0.65,0.75,0.65,0.7,61,17
O:SPXW241107P05620000,1730903700000,0.7,0.7,0.7,0.7,1,1
O:SPXW241107P05620000,1730904000000,0.4,0.42,0.4,0.42,4,2
O:SPXW241107P05620000,1730910900000,0.3,0.3,0.3,0.3,2,1
O:SPXW241107P05620000,1730913300000,0.31,0.31,0.31,0.31,2,2
O:SPXW241107P05620000,1730913900000,0.3,0.3,0.3,0.3,16,1
O:SPXW241107P05620000,1730914200000,0.32,0.32,0.32,0.32,1,1
O:SPXW241107P05620000,1730925000000,0.15,0.15,0.15,0.15,4,3
O:SPXW241107P05620000,1730925900000,0.2,0.2,0.17,0.17,22,7
O:SPXW241107P05620000,1730926500000,0.17,0.17,0.15,0.15,6,2
O:SPXW241107P05620000,1730926800000,0.15,0.15,0.15,0.15,2,2
O:SPXW241107P05620000,1730989800000,0.05,0.05,0.05,0.05,3,1
O:SPXW241107P05620000,1730991300000,0.05,0.05,0.05,0.05,2,1
O:SPXW241107P05620000,1730998800000,0.05,0.05,0.05,0.05,6,3
O:SPXW241107P05620000,1731007800000,0.05,0.05,0.05,0.05,1,1
O:SPXW241107P05620000,1731009600000,0.05,0.05,0.05,0.05,1,1
O:SPXW241107P05720000,1730131500000,36.3,36.3,36.3,36.3,3,2
O:SPXW241107P05720000,1730224500000,31.22,31.22,31.22,31.22,1,1
O:SPXW241107P05720000,1730226300000,30.41,30.41,30.41,30.41,8,1
O:SPXW241107P05720000,1730226600000,29.4,29.4,29.4,29.4,3,1
O:SPXW241107P05720000,1730227500000,29.6,29.6,29.6,29.6,3,1
O:SPXW241107P05720000,1730228100000,29.7,29.7,29.7,29.7,3,1
O:SPXW241107P05720000,1730229300000,30.2,30.2,30.2,30.2,3,1
O:SPXW241107P05720000,1730230800000,30.2,30.2,30.2,30.2,3,1
O:SPXW241107P05720000,1730296800000,31.0,31.0,31.0,31.0,1,1
O:SPXW241107P05720000,1730297100000,30.1,30.1,30.1,30.1,2,2
O:SPXW241107P05720000,1730300100000,30.1,30.1,30.1,30.1,3,1
O:SPXW241107P05720000,1730301000000,31.3,31.3,31.3,31.3,1,1
O:SPXW241107P05720000,1730302500000,29.16,29.42,29.16,29.42,2,2
O:SPXW241107P05720000,1730305800000,29.5,29.6,29.5,29.6,5,2
O:SPXW241107P05720000,1730306400000,29.8,29.8,29.8,29.8,3,1
O:SPXW241107P05720000,1730309400000,32.4,32.6,32.4,32.6,2,2
O:SPXW241107P05720000,1730310000000,35.26,35.26,35.26,35.26,5,2
O:SPXW241107P05720000,1730311800000,31.6,31.6,31.6,31.6,1,1
O:SPXW241107P05720000,1730315100000,34.9,34.9,34.9,34.9,2,1
O:SPXW241107P05720000,1730315400000,32.9,32.9,32.9,32.9,1,1
O:SPXW241107P05720000,1730316600000,34.07,34.25,33.9,34.17,13,4
O:SPXW241107P05720000,1730381400000,51.3,53.0,51.3,53.0,3,2
O:SPXW241107P05720000,1730381700000,50.5,51.78,50.5,51.78,2,2
O:SPXW241107P05720000,1730383800000,63.7,63.7,63.7,63.7,1,1
O:SPXW241107P05720000,1730384700000,65.85,65.85,65.85,65.85,5,2
O:SPXW241107P05720000,1730385000000,65.94,65.94,65.94,65.94,1,1
O:SPXW241107P05720000,1730385300000,64.99,64.99,64.99,64.99,1,1
O:SPXW241107P05720000,1730385900000,67.7,67.7,67.7,67.7,1,1
O:SPXW241107P05720000,1730386200000,69.54,69.54,69.54,69.54,1,1
O:SPXW241107P05720000,1730386800000,73.26,73.64,72.2,73.64,4,3
O:SPXW241107P05720000,1730387100000,73.92,73.92,69.2,69.2,6,4
O:SPXW241107P05720000,1730387400000,72.75,72.75,72.75,72.75,1,1
O:SPXW241107P05720000,1730388000000,66.7,66.7,66.7,66.7,2,2
O:SPXW241107P05720000,1730389500000,72.4,72.4,72.4,72.4,1,1
O:SPXW241107P05720000,1730390100000,72.24,72.24,72.24,72.24,2,2
O:SPXW241107P05720000,1730397000000,71.22,71.22,71.22,71.22,4,1
O:SPXW241107P05720000,1730400900000,69.3,69.3,69.3,69.3,1,1
O:SPXW241107P05720000,1730401800000,67.83,67.83,67.83,67.83,10,1
O:SPXW241107P05720000,1730403300000,69.61,69.61,69.61,69.61,1,1
O:SPXW241107P05720000,1730403600000,70.42,70.42,69.2,69.2,13,3
O:SPXW241107P05720000,1730403900000,63.99,63.99,63.99,63.99,6,1
O:SPXW241107P05720000,1730404500000,72.08,72.08,72.08,72.08,1,1
O:SPXW241107P05720000,1730472600000,53.36,53.36,53.36,53.36,1,1
O:SPXW241107P05720000,1730480700000,57.1,57.1,57.1,57.1,4,1
O:SPXW241107P05720000,1730482500000,58.1,58.1,58.1,58.1,1,1
O:SPXW241107P05720000,1730482800000,59.44,59.49,58.7,59.37,11,7
O:SPXW241107P05720000,1730483700000,58.37,58.37,58.37,58.37,1,1
O:SPXW241107P05720000,1730485500000,58.05,58.05,58.05,58.05,1,1
O:SPXW241107P05720000,1730487300000,57.68,57.68,57.68,57.68,10,1
O:SPXW241107P05720000,1730488200000,54.77,54.77,54.35,54.35,4,2
O:SPXW241107P05720000,1730488500000,54.64,54.64,54.64,54.64,6,1
O:SPXW241107P05720000,1730490600000,62.82,63.37,62.82,63.19,32,5
O:SPXW241107P05720000,1730490900000,62.23,62.25,62.23,62.25,2,2
O:SPXW241107P05720000,1730491200000,61.02,61.02,61.02,61.02,1,1
O:SPXW241107P05720000,1730730600000,61.22,64.9,61.22,64.9,3,3
O:SPXW241107P05720000,1730730900000,64.75,68.9,64.75,68.9,2,2
O:SPXW241107P05720000,1730731200000,66.7,67.23,66.7,67.23,3,3
O:SPXW241107P05720000,1730731800000,61.28,62.6,61.28,61.95,3,3
O:SPXW241107P05720000,1730732100000,60.9,60.9,60.9,60.9,1,1
O:SPXW241107P05720000,1730733000000,59.57,59.57,59.57,59.57,30,1
O:SPXW241107P05720000,1730733900000,54.2,55.8,54.2,55.8,4,4
O:SPXW241107P05720000,1730734200000,56.17,56.17,56.17,56.17,5,1
O:SPXW241107P05720000,1730735100000,55.6,55.6,55.6,55.6,8,1
O:SPXW241107P05720000,1730735400000,55.5,55.5,55.13,55.13,11,5
O:SPXW241107P05720000,1730738100000,62.8,63.6,62.8,63.6,2,2
O:SPXW241107P05720000,1730738400000,65.8,65.8,65.8,65.8,2,1
O:SPXW241107P05720000,1730739300000,73.4,73.4,73.4,73.4,1,1
O:SPXW241107P05720000,1730741400000,64.0,64.0,64.0,64.0,6,1
O:SPXW241107P05720000,1730741700000,63.0,63.0,62.2,62.28,3,3
O:SPXW241107P05720000,1730742000000,62.77,62.77,62.77,62.77,3,1
O:SPXW241107P05720000,1730742300000,61.55,61.55,61.55,61.55,1,1
O:SPXW241107P05720000,1730742600000,61.2,61.2,61.2,61.2,1,1
O:SPXW241107P05720000,1730746500000,60.1,60.1,60.1,60.1,2,1
O:SPXW241107P05720000,1730748900000,59.11,59.11,59.11,59.11,1,1
O:SPXW241107P05720000,1730750400000,60.13,60.13,60.13,60.13,1,1
O:SPXW241107P05720000,1730751300000,61.9,61.9,61.9,61.9,6,1
O:SPXW241107P05720000,1730751600000,61.15,61.15,61.15,61.15,1,1
O:SPXW241107P05720000,1730751900000,60.99,60.99,60.84,60.84,3,3
O:SPXW241107P05720000,1730752800000,62.4,62.4,62.4,62.4,6,1
O:SPXW241107P05720000,1730753100000,63.77,63.77,63.77,63.77,3,1
O:SPXW241107P05720000,1730753400000,65.64,65.64,65.07,65.07,19,3
O:SPXW241107P05720000,1730817000000,56.08,56.08,53.59,53.59,251,6
O:SPXW241107P05720000,1730817300000,50.6,50.6,50.6,50.6,5,1
O:SPXW241107P05720000,1730818200000,46.24,46.24,46.24,46.24,2,1
O:SPXW241107P05720000,1730818500000,43.95,44.0,43.95,44.0,8,3
O:SPXW241107P05720000,1730819100000,41.11,41.11,41.11,41.11,10,5
O:SPXW241107P05720000,1730819400000,43.3,43.4,43.3,43.4,10,2
O:SPXW241107P05720000,1730819700000,41.92,41.92,41.92,41.92,10,10
O:SPXW241107P05720000,1730820000000,39.4,39.4,39.4,39.4,10,1
O:SPXW241107P05720000,1730820300000,41.0,41.0,41.0,41.0,10,4
O:SPXW241107P05720000,1730820600000,40.2,40.2,40.2,40.2,5,1
O:SPXW241107P05720000,1730820900000,38.75,38.75,38.75,38.75,2,1
O:SPXW241107P05720000,1730821200000,37.8,38.0,37.8,38.0,11,2
O:SPXW241107P05720000,1730821800000,37.5,39.6,37.5,39.6,20,4
O:SPXW241107P05720000,1730822100000,40.5,40.5,40.5,40.5,10,2
O:SPXW241107P05720000,1730822400000,41.5,41.5,41.5,41.5,10,2
O:SPXW241107P05720000,1730823000000,38.12,39.2,38.1,38.1,21,4
O:SPXW241107P05720000,1730823900000,37.7,37.7,37.7,37.7,10,5
O:SPXW241107P05720000,1730824200000,37.5,37.5,37.5,37.5,10,4
O:SPXW241107P05720000,1730824500000,36.8,37.2,36.6,36.6,26,6
O:SPXW241107P05720000,1730824800000,36.9,36.9,36.9,36.9,10,3
O:SPXW241107P05720000,1730825100000,37.15,37.15,36.8,36.8,11,3
O:SPXW241107P05720000,1730825400000,36.5,36.5,35.9,35.9,20,9
O:SPXW241107P05720000,1730825700000,35.3,35.3,34.8,34.8,20,5
O:SPXW241107P05720000,1730826000000,35.77,35.77,35.77,35.77,1,1
O:SPXW241107P05720000,1730826600000,35.9,35.9,35.9,35.9,1,1
O:SPXW241107P05720000,1730826900000,34.9,34.9,34.2,34.2,20,3
O:SPXW241107P05720000,1730827500000,34.2,34.2,34.2,34.2,10,5
O:SPXW241107P05720000,1730827800000,34.2,34.2,33.5,33.5,30,8
O:SPXW241107P05720000,1730828100000,34.08,34.7,34.08,34.7,12,4
O:SPXW241107P05720000,1730828400000,34.1,34.1,33.8,33.8,20,6
O:SPXW241107P05720000,1730828700000,32.65,32.65,32.4,32.4,12,4
O:SPXW241107P05720000,1730829600000,33.6,33.6,32.9,32.9,20,9
O:SPXW241107P05720000,1730830200000,34.2,34.2,34.2,34.2,10,7
O:SPXW241107P05720000,1730830500000,34.3,34.3,34.1,34.1,20,8
O:SPXW241107P05720000,1730831100000,35.9,36.4,35.9,36.4,20,2
O:SPXW241107P05720000,1730831400000,35.6,36.8,35.6,36.8,20,3
O:SPXW241107P05720000,1730831700000,38.64,39.35,38.64,38.7,14,5
O:SPXW241107P05720000,1730832300000,38.03,38.03,38.03,38.03,1,1
O:SPXW241107P05720000,1730833200000,36.19,36.19,36.19,36.19,2,2
O:SPXW241107P05720000,1730833800000,34.32,34.32,34.32,34.32,1,1
O:SPXW241107P05720000,1730836200000,36.4,36.52,36.4,36.52,7,2
O:SPXW241107P05720000,1730836800000,37.5,37.5,37.5,37.5,2,2
O:SPXW241107P05720000,1730837100000,35.05,35.05,35.05,35.05,1,1
O:SPXW241107P05720000,1730837400000,34.19,34.37,34.19,34.37,11,8
O:SPXW241107P05720000,1730838000000,34.9,35.1,34.9,35.1,2,2
O:SPXW241107P05720000,1730840100000,32.5,32.5,32.5,32.5,4,1
O:SPXW241107P05720000,1730840400000,29.63,29.63,29.63,29.63,1,1
O:SPXW241107P05720000,1730840700000,28.99,28.99,28.99,28.99,10,1
O:SPXW241107P05720000,1730841000000,27.78,27.78,27.78,27.78,1,1
O:SPXW241107P05720000,1730903400000,1.25,1.76,1.25,1.76,58,29
O:SPXW241107P05720000,1730903700000,1.5,1.5,1.06,1.1,32,7
O:SPXW241107P05720000,1730904000000,0.98,1.13,0.98,1.1,5,5
O:SPXW241107P05720000,1730904300000,1.35,1.35,1.35,1.35,16,1
O:SPXW241107P05720000,1730904600000,1.9,2.0,1.8,1.8,5,4
O:SPXW241107P05720000,1730904900000,2.0,2.1,1.9,1.9,25,9
O:SPXW241107P05720000,1730905200000,1.75,1.75,1.27,1.6,11,8
O:SPXW241107P05720000,1730905500000,1.6,1.6,1.6,1.6,24,1
O:SPXW241107P05720000,1730905800000,1.41,1.41,1.41,1.41,2,2
O:SPXW241107P05720000,1730906100000,1.2,1.26,1.05,1.05,13,12
O:SPXW241107P05720000,1730906400000,1.05,1.05,1.04,1.04,31,11
O:SPXW241107P05720000,1730906700000,0.85,0.85,0.85,0.85,5,5
